EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM598,42,36-45,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,4,Married,"$6,062.00",5k-10k,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2
RM599,28,26-35,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,"$4,382.00",Upto 5k,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1
RM600,36,36-45,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,"$2,143.00",Upto 5k,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
RM601,32,26-35,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,"$6,162.00",5k-10k,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
RM602,40,36-45,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,"$5,094.00",5k-10k,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
RM603,30,26-35,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,"$6,877.00",5k-10k,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
RM604,45,36-45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,"$2,274.00",Upto 5k,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
RM605,42,36-45,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,"$4,434.00",Upto 5k,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
RM606,38,36-45,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,"$6,288.00",5k-10k,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
RM607,34,26-35,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,"$2,553.00",Upto 5k,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
RM608,49,46-55,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,"$7,654.00",5k-10k,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7
RM609,55,46-55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,"$5,160.00",5k-10k,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3
RM610,43,36-45,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,"$17,159.00",15k+,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
RM611,27,26-35,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,"$12,808.00",10k-15k,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
RM612,35,26-35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,"$10,221.00",10k-15k,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
RM613,28,26-35,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,"$4,779.00",Upto 5k,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
RM614,34,26-35,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,"$3,737.00",Upto 5k,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
RM615,26,26-35,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,Married,"$2,366.00",Upto 5k,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7
RM616,27,26-35,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,50,3,1,Research Scientist,4,Married,"$1,706.00",Upto 5k,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0
RM617,51,46-55,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,Married,"$16,307.00",15k+,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
RM618,44,36-45,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,"$5,933.00",5k-10k,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
RM619,25,18-25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single,"$3,424.00",Upto 5k,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
RM620,33,26-35,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,48,4,2,Sales Executive,1,Divorced,"$4,037.00",Upto 5k,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
RM621,35,26-35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,53,2,1,Research Scientist,1,Single,"$2,559.00",Upto 5k,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
RM622,36,36-45,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,"$6,201.00",5k-10k,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11
RM623,32,26-35,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,Divorced,"$4,403.00",Upto 5k,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
RM624,30,26-35,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,"$3,761.00",Upto 5k,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
RM625,53,46-55,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,78,2,3,Sales Executive,4,Married,"$10,934.00",10k-15k,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4
RM626,45,36-45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,"$10,761.00",10k-15k,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
RM627,32,26-35,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,3,Female,91,4,2,Research Scientist,3,Married,"$5,175.00",5k-10k,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3
RM628,52,46-55,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,3,Female,81,2,4,Manufacturing Director,4,Married,"$13,826.00",10k-15k,19028,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
RM629,37,36-45,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,"$6,334.00",5k-10k,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
RM630,28,26-35,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,63,2,1,Human Resources,4,Divorced,"$4,936.00",Upto 5k,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4
RM631,22,18-25,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,33,2,2,Manufacturing Director,4,Married,"$4,775.00",Upto 5k,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
RM632,44,36-45,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,"$2,818.00",Upto 5k,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
RM633,42,36-45,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,2,Male,35,3,1,Research Scientist,4,Single,"$2,515.00",Upto 5k,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
RM634,36,36-45,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,"$2,342.00",Upto 5k,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
RM635,25,18-25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,98,3,2,Sales Executive,1,Married,"$4,194.00",Upto 5k,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
RM636,35,26-35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,66,2,3,Manufacturing Director,3,Married,"$10,685.00",10k-15k,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
RM637,35,26-35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,"$2,022.00",Upto 5k,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
RM638,32,26-35,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,"$2,314.00",Upto 5k,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
RM639,25,18-25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,87,2,2,Sales Executive,1,Married,"$4,256.00",Upto 5k,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3
RM640,49,46-55,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,Married,"$3,580.00",Upto 5k,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
RM641,24,18-25,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,46,2,1,Laboratory Technician,4,Married,"$3,162.00",Upto 5k,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
RM642,32,26-35,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,2,Male,48,3,2,Sales Executive,2,Married,"$6,524.00",5k-10k,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3
RM643,38,36-45,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,98,2,1,Sales Representative,2,Married,"$2,899.00",Upto 5k,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
RM644,42,36-45,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,3,Female,95,4,2,Laboratory Technician,4,Married,"$5,231.00",5k-10k,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3
RM645,31,26-35,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,4,Male,48,3,1,Research Scientist,4,Married,"$2,356.00",Upto 5k,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
RM646,29,26-35,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,"$2,800.00",Upto 5k,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
RM647,53,46-55,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,Married,"$11,836.00",10k-15k,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
RM648,35,26-35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,"$10,903.00",10k-15k,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
RM649,37,36-45,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,"$2,973.00",Upto 5k,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
RM650,53,46-55,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,4,Female,72,3,4,Research Director,4,Single,"$14,275.00",10k-15k,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8
RM651,43,36-45,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,Female,33,3,2,Healthcare Representative,4,Married,"$5,562.00",5k-10k,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
RM652,47,46-55,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,"$4,537.00",Upto 5k,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
RM653,37,36-45,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,"$7,642.00",5k-10k,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
RM654,50,46-55,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,"$17,924.00",15k+,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
RM655,39,36-45,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,42,2,2,Human Resources,4,Married,"$5,204.00",5k-10k,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
RM656,33,26-35,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,57,3,1,Human Resources,2,Divorced,"$2,277.00",Upto 5k,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
RM657,32,26-35,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,Male,87,3,1,Laboratory Technician,4,Single,"$2,795.00",Upto 5k,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
RM658,29,26-35,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,"$2,532.00",Upto 5k,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3
RM659,44,36-45,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,61,3,1,Research Scientist,1,Married,"$2,559.00",Upto 5k,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
RM660,28,26-35,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,Male,98,3,2,Sales Executive,4,Single,"$4,908.00",Upto 5k,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2
RM661,58,55+,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,"$2,380.00",Upto 5k,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0
RM662,43,36-45,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,"$4,765.00",Upto 5k,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
RM663,20,18-25,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,"$2,044.00",Upto 5k,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
RM664,21,18-25,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,"$2,693.00",Upto 5k,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
RM665,36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,"$6,586.00",5k-10k,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
RM666,47,46-55,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,"$3,294.00",Upto 5k,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
RM667,22,18-25,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,3,Married,"$4,171.00",Upto 5k,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
RM668,41,36-45,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,"$2,778.00",Upto 5k,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
RM669,28,26-35,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,77,3,1,Research Scientist,3,Divorced,"$2,377.00",Upto 5k,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2
RM670,39,36-45,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,Married,"$2,404.00",Upto 5k,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2
RM671,27,26-35,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,"$2,318.00",Upto 5k,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
RM672,34,26-35,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,"$2,008.00",Upto 5k,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0
RM673,42,36-45,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,68,2,2,Sales Executive,3,Single,"$6,244.00",5k-10k,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
RM674,33,26-35,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,100,2,1,Research Scientist,1,Single,"$2,799.00",Upto 5k,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
RM675,58,55+,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,"$10,552.00",10k-15k,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4
RM676,31,26-35,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,"$2,329.00",Upto 5k,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
RM677,35,26-35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,"$4,014.00",Upto 5k,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
RM678,49,46-55,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,"$7,403.00",5k-10k,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
RM679,48,46-55,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,4,Male,51,3,1,Research Scientist,3,Married,"$2,259.00",Upto 5k,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
RM680,31,26-35,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married,"$6,932.00",5k-10k,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
RM681,36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,"$4,678.00",Upto 5k,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
RM682,38,36-45,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,4,Female,80,3,3,Research Director,1,Married,"$13,582.00",10k-15k,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
RM683,32,26-35,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,"$2,332.00",Upto 5k,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2
RM684,25,18-25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,"$2,413.00",Upto 5k,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
RM685,40,36-45,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,2,Divorced,"$9,705.00",5k-10k,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0
RM686,26,26-35,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,"$4,294.00",Upto 5k,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7
RM687,41,36-45,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,4,Male,59,3,1,Laboratory Technician,1,Single,"$4,721.00",Upto 5k,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17
RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,"$2,519.00",Upto 5k,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
RM689,19,18-25,Yes,Travel_Rarely,419,Sales,21,3,Other,1,959,4,Male,37,2,1,Sales Representative,2,Single,"$2,121.00",Upto 5k,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
RM690,20,18-25,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,1,Male,84,3,1,Laboratory Technician,1,Single,"$2,973.00",Upto 5k,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0
RM691,31,26-35,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,"$5,855.00",5k-10k,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
RM692,40,36-45,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,4,Male,35,3,1,Research Scientist,2,Divorced,"$3,617.00",Upto 5k,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0
RM693,32,26-35,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,93,3,2,Manufacturing Director,1,Married,"$6,725.00",5k-10k,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3
RM694,36,36-45,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,"$10,325.00",10k-15k,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7
RM695,33,26-35,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,4,Single,"$6,949.00",5k-10k,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,"$10,609.00",10k-15k,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
RM697,45,36-45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,"$4,447.00",Upto 5k,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
RM698,29,26-35,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,"$2,157.00",Upto 5k,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2
RM699,35,26-35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,"$4,601.00",Upto 5k,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
RM700,52,46-55,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,4,Male,70,3,4,Manager,4,Married,"$17,099.00",15k+,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
RM701,58,55+,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,4,Male,51,3,1,Research Scientist,3,Single,"$2,479.00",Upto 5k,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0
RM702,53,46-55,No,Travel_Rarely,1376,Sales,2,2,Medical,1,981,3,Male,45,3,4,Manager,3,Divorced,"$14,852.00",10k-15k,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
RM703,30,26-35,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,"$7,264.00",5k-10k,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
RM704,38,36-45,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983,3,Female,85,3,2,Sales Executive,4,Single,"$5,666.00",5k-10k,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
RM705,35,26-35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,"$7,823.00",5k-10k,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
RM706,39,36-45,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,41,4,3,Sales Executive,3,Single,"$7,880.00",5k-10k,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
RM707,40,36-45,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,2,Female,100,4,4,Sales Executive,2,Single,"$13,194.00",10k-15k,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
RM708,47,46-55,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,"$5,067.00",5k-10k,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
RM709,36,36-45,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,"$5,079.00",5k-10k,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
RM710,31,26-35,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,"$2,321.00",Upto 5k,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
RM711,33,26-35,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,38,3,4,Manager,3,Single,"$17,444.00",15k+,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
RM712,29,26-35,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,"$2,404.00",Upto 5k,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
RM713,33,26-35,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,"$3,452.00",Upto 5k,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
RM714,45,36-45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,"$2,270.00",Upto 5k,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
RM715,50,46-55,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,"$17,399.00",15k+,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
